wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
4;kujawsko-pomorskie;415;toruński;415082;gm.w Wielka Nieszawka;Toruński;5278;2835;2738;53,7135;51,8757
24;śląskie;2408;mikołowski;2408052;gm.w Wyry;Katowicki;8600;4574;4461;53,186;51,8721
28;warmińsko-mazurskie;2806;giżycki;2806011;Giżycko;Suwalski;28964;15508;15021;53,5423;51,8609
28;warmińsko-mazurskie;2803;działdowski;2803052;gm.w Płośnica;Ciechanowski;5540;2993;2873;54,0253;51,8592
22;pomorskie;2203;człuchowski;2203023;gm.m-w. Czarne;Słupski;8949;4789;4640;53,5144;51,8494
8;lubuskie;811;żarski;811021;Żary;;37052;19769;19210;53,3547;51,8461
30;wielkopolskie;3015;nowotomyski;3015053;gm.m-w. Opalenica;Poznański;16357;8889;8480;54,3437;51,8432
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;8106;7915;53,0741;51,8235
32;zachodniopomorskie;3206;gryfiński;3206023;gm.m-w. Cedynia;Szczeciński;4168;2241;2160;53,7668;51,8234
4;kujawsko-pomorskie;407;inowrocławski;407022;gm.w Dąbrowa Biskupia;Bydgoski;5094;2700;2639;53,0035;51,806
24;śląskie;2404;częstochowski;2404013;gm.m-w. Blachownia;Częstochowski;12831;6862;6647;53,4799;51,8042
24;śląskie;2416;zawierciański;2416092;gm.w Włodowice;Częstochowski;5203;2774;2695;53,3154;51,797
24;śląskie;2408;mikołowski;2408011;Łaziska Górne;Katowicki;22130;11733;11461;53,0185;51,7894
14;mazowieckie;1414;nowodworski;1414022;gm.w Czosnów;Warszawski;9971;5376;5163;53,9164;51,7802
4;kujawsko-pomorskie;415;toruński;415092;gm.w Zławieś Wielka;Toruński;14675;7857;7596;53,54;51,7615
8;lubuskie;809;zielonogórski;809033;gm.m-w. Czerwieńsk;Zielonogórski;10041;5391;5197;53,6899;51,7578
30;wielkopolskie;3008;kępiński;3008012;gm.w Baranów;Kaliski;8020;4287;4150;53,4539;51,7456
4;kujawsko-pomorskie;415;toruński;415042;gm.w Lubicz;Toruński;20389;10861;10547;53,2689;51,7289
4;kujawsko-pomorskie;411;radziejowski;411062;gm.w Radziejów;Włocławski;4360;2308;2255;52,9358;51,7202
24;śląskie;2410;pszczyński;2410012;gm.w Goczałkowice-Zdrój;Katowicki;6735;3582;3483;53,1849;51,7149
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405022;gm.w Ciechocin;Toruński;4003;2135;2070;53,335;51,7112
10;łódzkie;1006;łódzki wschodni;1006082;gm.w Nowosolna;Łódzki;5159;2756;2667;53,4212;51,6961
24;śląskie;2402;bielski;2402102;gm.w Wilkowice;Bielski;13382;7131;6917;53,288;51,6888
30;wielkopolskie;3003;gnieźnieński;3003103;gm.m-w. Witkowo;Koniński;13512;7241;6984;53,5894;51,6874
28;warmińsko-mazurskie;2819;węgorzewski;2819033;gm.m-w. Węgorzewo;Suwalski;16443;8750;8496;53,2141;51,6694
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002083;gm.m-w. Wieleń;Pilski;12155;6453;6280;53,0893;51,666
30;wielkopolskie;3023;słupecki;3023052;gm.w Powidz;Koniński;2320;1226;1198;52,8448;51,6379
30;wielkopolskie;3020;pleszewski;3020063;gm.m-w. Pleszew;Kaliski;29596;15697;15279;53,0376;51,6252
2;dolnośląskie;215;oławski;215033;gm.m-w. Jelcz-Laskowice;Wrocławski;23296;12430;12023;53,3568;51,6097
8;lubuskie;804;nowosolski;804011;Nowa Sól;;38191;20359;19707;53,3084;51,6012
12;małopolskie;1201;bocheński;1201011;Bochnia;Tarnowski;29554;15708;15250;53,1502;51,6005
32;zachodniopomorskie;3214;stargardzki;3214033;gm.m-w. Dobrzany;Szczeciński;4762;2555;2457;53,6539;51,596
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405011;Golub-Dobrzyń;Toruński;12412;6619;6404;53,3274;51,5952
2;dolnośląskie;221;wałbrzyski;221063;gm.m-w. Mieroszów;Wałbrzyski;6586;3496;3398;53,0823;51,5943
12;małopolskie;1208;miechowski;1208032;gm.w Kozłów;Kielecki;4557;2479;2351;54,3998;51,591
24;śląskie;2463;Chorzów;2463011;Chorzów;;106846;56900;55112;53,2542;51,5808
4;kujawsko-pomorskie;415;toruński;415062;gm.w Łysomice;Toruński;10287;5453;5306;53,0087;51,5797
32;zachodniopomorskie;3206;gryfiński;3206063;gm.m-w. Moryń;Szczeciński;4244;2302;2189;54,2413;51,5787
14;mazowieckie;1434;wołomiński;1434011;Kobyłka;Warszawski;25149;13439;12968;53,4375;51,5647
12;małopolskie;1215;suski;1215011;Jordanów;Nowosądecki;5152;2744;2656;53,2609;51,5528
4;kujawsko-pomorskie;403;bydgoski;403043;gm.m-w. Koronowo;Bydgoski;24109;12909;12428;53,5443;51,5492
14;mazowieckie;1420;płoński;1420021;Raciąż;Ciechanowski;4390;2319;2263;52,8246;51,549
8;lubuskie;809;zielonogórski;809063;gm.m-w. Sulechów;Zielonogórski;26540;14162;13672;53,361;51,5147
6;lubelskie;616;rycki;616052;gm.w Stężyca;Lubelski;5105;2744;2629;53,7512;51,4985
12;małopolskie;1212;olkuski;1212011;Bukowno;Katowicki;9976;5313;5136;53,2578;51,4836
28;warmińsko-mazurskie;2814;olsztyński;2814112;gm.w Stawiguda;Olsztyński;11204;5999;5767;53,5434;51,4727
4;kujawsko-pomorskie;418;włocławski;418123;gm.m-w. Lubraniec;Włocławski;9318;4947;4796;53,0908;51,4703
10;łódzkie;1020;zgierski;1020092;gm.w Zgierz;Łódzki;14682;7862;7555;53,5486;51,4576
10;łódzkie;1012;radomszczański;1012011;Radomsko;;45353;24260;23328;53,4915;51,4365
22;pomorskie;2210;nowodworski;2210052;gm.w Sztutowo;Elbląski;3622;1913;1863;52,8161;51,4357
30;wielkopolskie;3003;gnieźnieński;3003062;gm.w Łubowo;Poznański;6783;3603;3488;53,1181;51,4227
22;pomorskie;2206;kościerski;2206011;Kościerzyna;Gdański;23778;12614;12227;53,049;51,4215
4;kujawsko-pomorskie;411;radziejowski;411032;gm.w Dobre;Włocławski;5296;2799;2723;52,8512;51,4162
32;zachodniopomorskie;3216;świdwiński;3216042;gm.w Rąbino;Koszaliński;3501;1858;1800;53,0706;51,4139
8;lubuskie;801;gorzowski;801042;gm.w Kłodawa;Gorzowski;8769;4669;4508;53,2444;51,4084
12;małopolskie;1208;miechowski;1208012;gm.w Charsznica;Kielecki;7377;3957;3790;53,6397;51,3759
12;małopolskie;1203;chrzanowski;1203022;gm.w Babice;Katowicki;9084;4788;4666;52,7081;51,365
10;łódzkie;1006;łódzki wschodni;1006073;gm.m-w. Koluszki;Piotrkowski;23293;12278;11963;52,7111;51,3588
4;kujawsko-pomorskie;415;toruński;415011;Chełmża;Toruński;14362;7576;7376;52,7503;51,3577
30;wielkopolskie;3003;gnieźnieński;3003042;gm.w Kiszkowo;Poznański;5470;2918;2809;53,3455;51,3528
32;zachodniopomorskie;3215;szczecinecki;3215011;Szczecinek;;39827;21134;20445;53,0645;51,3345
14;mazowieckie;1405;grodziski;1405062;gm.w Żabia Wola;Skierniewicki;9226;4916;4736;53,2842;51,3332
8;lubuskie;801;gorzowski;801011;Kostrzyn nad Odrą;Gorzowski;17704;9491;9088;53,6094;51,333
28;warmińsko-mazurskie;2802;braniewski;2802011;Braniewo;Elbląski;16974;8974;8712;52,8691;51,3256
24;śląskie;2409;myszkowski;2409042;gm.w Poraj;Częstochowski;10822;5728;5554;52,9292;51,3214
12;małopolskie;1203;chrzanowski;1203053;gm.m-w. Trzebinia;;33633;17791;17252;52,8975;51,2949
24;śląskie;2410;pszczyński;2410053;gm.m-w. Pszczyna;;52823;27930;27095;52,8747;51,2939
14;mazowieckie;1416;ostrowski;1416092;gm.w Szulborze Wielkie;Łomżyński;1630;854;836;52,3926;51,2883
24;śląskie;2405;gliwicki;2405042;gm.w Pilchowice;Katowicki;12138;6365;6218;52,4386;51,2275
10;łódzkie;1011;poddębicki;1011033;gm.m-w. Poddębice;Sieradzki;15371;8131;7874;52,8983;51,2263
24;śląskie;2416;zawierciański;2416032;gm.w Irządze;Częstochowski;2579;1357;1321;52,6173;51,2214
30;wielkopolskie;3026;śremski;3026043;gm.m-w. Śrem;;42211;22159;21620;52,4958;51,2189
16;opolskie;1602;głubczycki;1602022;gm.w Branice;Opolski;6363;3329;3258;52,3181;51,2023
30;wielkopolskie;3030;wrzesiński;3030043;gm.m-w. Pyzdry;Koniński;6863;3641;3514;53,0526;51,2021
10;łódzkie;1006;łódzki wschodni;1006022;gm.w Andrespol;Łódzki;14307;7564;7323;52,8692;51,1847
32;zachodniopomorskie;3211;policki;3211022;gm.w Kołbaskowo;Szczeciński;13782;7309;7053;53,0329;51,1754
24;śląskie;2406;kłobucki;2406013;gm.m-w. Kłobuck;Częstochowski;20213;10686;10344;52,867;51,175
10;łódzkie;1018;wieruszowski;1018073;gm.m-w. Wieruszów;Kaliski;14184;7416;7258;52,2843;51,1703
12;małopolskie;1203;chrzanowski;1203043;gm.m-w. Libiąż;Katowicki;22136;11601;11327;52,4078;51,17
2;dolnośląskie;209;legnicki;209052;gm.w Legnickie Pole;Legnicki;5170;2721;2644;52,6306;51,1412
30;wielkopolskie;3019;pilski;3019032;gm.w Kaczory;Pilski;7883;4179;4030;53,0128;51,1227
26;świętokrzyskie;2608;pińczowski;2608043;gm.m-w. Pińczów;Kielecki;20379;10759;10418;52,7945;51,1213
22;pomorskie;2202;chojnicki;2202011;Chojnice;;39647;20816;20262;52,5033;51,106
26;świętokrzyskie;2610;skarżyski;2610011;Skarżysko-Kamienna;;44260;23358;22619;52,7745;51,1048
18;podkarpackie;1821;leski;1821022;gm.w Cisna;Krośnieński;1771;924;905;52,1739;51,1011
30;wielkopolskie;3005;grodziski;3005023;gm.m-w. Grodzisk Wielkopolski;Poznański;20095;10744;10268;53,466;51,0973
2;dolnośląskie;211;lubiński;211011;Lubin;;71710;37758;36640;52,6537;51,0947
10;łódzkie;1020;zgierski;1020083;gm.m-w. Stryków;Łódzki;12681;6790;6479;53,5447;51,0922
2;dolnośląskie;207;kamiennogórski;207033;gm.m-w. Lubawka;Jeleniogórski;10759;5686;5497;52,8488;51,0921
32;zachodniopomorskie;3214;stargardzki;3214023;gm.m-w. Chociwel;Szczeciński;5733;3028;2929;52,817;51,0902
2;dolnośląskie;210;lubański;210021;Świeradów-Zdrój;Jeleniogórski;3995;2094;2040;52,4155;51,0638
30;wielkopolskie;3061;Kalisz;3061011;Kalisz;;99106;52266;50606;52,7375;51,0625
4;kujawsko-pomorskie;401;aleksandrowski;401072;gm.w Raciążek;Włocławski;3116;1638;1591;52,5674;51,0591
28;warmińsko-mazurskie;2814;olsztyński;2814042;gm.w Dywity;Olsztyński;12274;6471;6266;52,7212;51,051
22;pomorskie;2215;wejherowski;2215011;Reda;Gdański;26707;14115;13630;52,8513;51,0353
24;śląskie;2468;Jaworzno;2468011;Jaworzno;;90368;47340;46114;52,3858;51,0291
22;pomorskie;2211;pucki;2211011;Hel;Gdański;3212;1797;1639;55,9465;51,0274
30;wielkopolskie;3010;koniński;3010032;gm.w Kazimierz Biskupi;Koniński;11496;6033;5866;52,4791;51,0264
4;kujawsko-pomorskie;408;lipnowski;408011;Lipno;Włocławski;14283;7580;7287;53,0701;51,0187
24;śląskie;2417;żywiecki;2417022;gm.w Czernichów;Bielski;6663;3502;3398;52,5589;50,998
30;wielkopolskie;3024;szamotulski;3024063;gm.m-w. Pniewy;Poznański;12643;6653;6442;52,622;50,9531
26;świętokrzyskie;2610;skarżyski;2610053;gm.m-w. Suchedniów;Kielecki;10036;5242;5113;52,232;50,9466
4;kujawsko-pomorskie;407;inowrocławski;407053;gm.m-w. Janikowo;Bydgoski;12961;6762;6603;52,1719;50,9451
8;lubuskie;806;strzelecko-drezdenecki;806013;gm.m-w. Dobiegniew;Gorzowski;6462;3394;3292;52,5224;50,944
14;mazowieckie;1404;gostyniński;1404011;Gostynin;Płocki;18355;9609;9348;52,3509;50,9289
8;lubuskie;811;żarski;811092;gm.w Tuplice;Zielonogórski;3022;1576;1539;52,1509;50,9265
22;pomorskie;2204;gdański;2204062;gm.w Pszczółki;Gdański;9927;5251;5055;52,8961;50,9217
4;kujawsko-pomorskie;410;nakielski;410033;gm.m-w. Nakło nad Notecią;;31552;16516;16066;52,3453;50,9191
30;wielkopolskie;3001;chodzieski;3001043;gm.m-w. Margonin;Pilski;6452;3384;3285;52,4489;50,9144
32;zachodniopomorskie;3202;choszczeński;3202042;gm.w Krzęcin;Gorzowski;3622;1892;1844;52,2363;50,9111
24;śląskie;2402;bielski;2402082;gm.w Porąbka;Bielski;15581;8126;7931;52,1533;50,9017
2;dolnośląskie;217;strzeliński;217043;gm.m-w. Strzelin;Wrocławski;22026;11613;11211;52,7241;50,8989
8;lubuskie;808;świebodziński;808032;gm.w Skąpe;Zielonogórski;5056;2671;2571;52,8283;50,8505
12;małopolskie;1219;wielicki;1219043;gm.m-w. Niepołomice;Krakowski;29638;15542;15062;52,4394;50,8199
30;wielkopolskie;3014;międzychodzki;3014022;gm.w Kwilcz;Poznański;6377;3358;3238;52,658;50,7762
10;łódzkie;1020;zgierski;1020043;gm.m-w. Aleksandrów Łódzki;;32685;17190;16593;52,5929;50,7664
4;kujawsko-pomorskie;414;świecki;414082;gm.w Pruszcz;Bydgoski;9558;5025;4852;52,5738;50,7638
8;lubuskie;803;międzyrzecki;803053;gm.m-w. Skwierzyna;Gorzowski;11948;6311;6065;52,8206;50,7616
10;łódzkie;1016;tomaszowski;1016011;Tomaszów Mazowiecki;;61338;32061;31135;52,2694;50,7597
30;wielkopolskie;3025;średzki;3025012;gm.w Dominowo;Poznański;3180;1666;1614;52,3899;50,7547
2;dolnośląskie;265;Wałbrzych;265011;Wałbrzych;;109971;57579;55795;52,3583;50,7361
30;wielkopolskie;3015;nowotomyski;3015032;gm.w Miedzichowo;Gorzowski;3737;2000;1896;53,5189;50,7359
4;kujawsko-pomorskie;419;żniński;419052;gm.w Rogowo;Bydgoski;6802;3559;3451;52,3228;50,7351
30;wielkopolskie;3009;kolski;3009011;Koło;Koniński;21247;11122;10779;52,3462;50,7319
26;świętokrzyskie;2602;jędrzejowski;2602042;gm.w Nagłowice;Kielecki;4867;2557;2469;52,5375;50,7294
14;mazowieckie;1403;garwoliński;1403011;Garwolin;Siedlecki;17548;9285;8901;52,912;50,7237
14;mazowieckie;1434;wołomiński;1434123;gm.m-w. Wołomin;;51726;27187;26231;52,5596;50,7114
4;kujawsko-pomorskie;411;radziejowski;411042;gm.w Osięciny;Włocławski;7529;3920;3818;52,0653;50,7106
16;opolskie;1607;nyski;1607053;gm.m-w. Nysa;;56573;29508;28688;52,1592;50,7097
30;wielkopolskie;3010;koniński;3010043;gm.m-w. Kleczew;Koniński;9908;5192;5024;52,4021;50,7065
28;warmińsko-mazurskie;2804;elbląski;2804093;gm.m-w. Tolkmicko;Elbląski;6528;3439;3310;52,6808;50,7047
8;lubuskie;810;żagański;810043;gm.m-w. Iłowa;Zielonogórski;6777;3512;3435;51,8223;50,6861
30;wielkopolskie;3011;kościański;3011032;gm.w Kościan;Leszczyński;16204;8482;8212;52,3451;50,6788
32;zachodniopomorskie;3204;goleniowski;3204023;gm.m-w. Goleniów;;36139;19034;18310;52,6689;50,6655
30;wielkopolskie;3005;grodziski;3005043;gm.m-w. Rakoniewice;Poznański;13191;6908;6683;52,369;50,6633
12;małopolskie;1212;olkuski;1212073;gm.m-w. Wolbrom;Katowicki;22614;11950;11451;52,8434;50,6368
12;małopolskie;1206;krakowski;1206143;gm.m-w. Świątniki Górne;Krakowski;10302;5361;5216;52,0384;50,6309
24;śląskie;2402;bielski;2402093;gm.m-w. Wilamowice;Bielski;17794;9342;9007;52,5008;50,6182
32;zachodniopomorskie;3217;wałecki;3217033;gm.m-w. Mirosławiec;Pilski;5352;2799;2709;52,2982;50,6166
32;zachodniopomorskie;3203;drawski;3203052;gm.w Wierzchowo;Koszaliński;4192;2169;2121;51,7414;50,5964
14;mazowieckie;1429;sokołowski;1429011;Sokołów Podlaski;Siedlecki;18814;9796;9519;52,0676;50,5953
14;mazowieckie;1413;mławski;1413011;Mława;;31129;16509;15743;53,0341;50,5734
10;łódzkie;1005;łowicki;1005062;gm.w Kocierzew Południowy;Skierniewicki;4179;2221;2113;53,1467;50,5623
4;kujawsko-pomorskie;407;inowrocławski;407073;gm.m-w. Pakość;Bydgoski;9697;5080;4903;52,3873;50,562
24;śląskie;2410;pszczyński;2410022;gm.w Kobiór;Katowicki;4971;2560;2513;51,4987;50,5532
8;lubuskie;810;żagański;810011;Gozdnica;Zielonogórski;2977;1545;1504;51,8979;50,5207
24;śląskie;2414;bieruńsko-lędziński;2414011;Bieruń;Katowicki;19375;10078;9788;52,0155;50,5187
4;kujawsko-pomorskie;402;brodnicki;402102;gm.w Zbiczno;Toruński;4873;2546;2460;52,2471;50,4822
14;mazowieckie;1438;żyrardowski;1438011;Żyrardów;;39550;20928;19965;52,9153;50,4804
2;dolnośląskie;217;strzeliński;217012;gm.w Borów;Wrocławski;5238;2732;2644;52,1573;50,4773
22;pomorskie;2215;wejherowski;2215031;Wejherowo;;49099;25555;24775;52,0479;50,4593
14;mazowieckie;1427;sierpecki;1427011;Sierpc;Płocki;17788;9314;8974;52,3611;50,4497
2;dolnośląskie;225;zgorzelecki;225021;Zgorzelec;Jeleniogórski;29810;15469;15034;51,892;50,4327
32;zachodniopomorskie;3207;kamieński;3207033;gm.m-w. Kamień Pomorski;Szczeciński;14217;7496;7170;52,7256;50,4326
12;małopolskie;1208;miechowski;1208022;gm.w Gołcza;Krakowski;6034;3159;3043;52,3533;50,4309
4;kujawsko-pomorskie;407;inowrocławski;407092;gm.w Złotniki Kujawskie;Bydgoski;9175;4756;4627;51,8365;50,4305
30;wielkopolskie;3024;szamotulski;3024022;gm.w Duszniki;Poznański;9179;4865;4628;53,0014;50,4194
14;mazowieckie;1437;żuromiński;1437022;gm.w Kuczbork-Osada;Ciechanowski;4691;2437;2365;51,9505;50,4157
14;mazowieckie;1403;garwoliński;1403072;gm.w Maciejowice;Siedlecki;6871;3588;3464;52,2195;50,4148
24;śląskie;2416;zawierciański;2416083;gm.m-w. Szczekociny;Częstochowski;7538;3903;3800;51,7777;50,4112
12;małopolskie;1206;krakowski;1206072;gm.w Liszki;Krakowski;17495;9122;8817;52,1406;50,3973
