Nazwa zmiennej;Jednostka terytorialna;Sposób prezentacji;Rok;Miesi¹c;Wartoœæ;Flaga;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;4;115,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;5;114,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;6;115,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;7;114,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;8;114,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;9;113,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;10;113,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;11;113,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1997;12;113,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;1;117,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;2;117,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;3;117,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;4;116,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;5;116,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;6;116,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;7;115,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;8;115,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;9;115,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;10;115,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;11;115,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1997;12;114,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;1;121,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;2;120,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;3;120,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;4;120,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;5;119,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;6;119,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;7;120,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;8;120,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;9;119,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;10;119,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;11;119,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1996;12;118,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;1;121,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;2;120,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;3;120,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;4;120,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;5;120,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;6;120,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;7;120,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;8;120,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;9;120,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;10;120,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;11;120,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1996;12;119,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;1;132,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;2;133,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;3;133,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;4;132,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;5;132,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;6;130,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;7;127,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;8;125,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;9;124,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;10;122,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;11;122,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1995;12;121,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;1;132,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;2;133,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;3;133,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;4;132,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;5;132,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;6;132,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;7;131,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;8;130,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;9;130,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;10;129,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;11;128,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1995;12;127,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;1;132,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;2;129,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;3;130,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;4;131,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;5;131,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;6;132,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;7;132,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;8;132,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;9;134,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;10;136,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;11;133,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1994;12;129,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;1;132,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;2;131,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;3;130,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;4;130,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;5;131,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;6;131,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;7;131,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;8;131,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;9;132,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;10;132,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;11;132,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1994;12;132,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;1;137,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;2;139,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;3;139,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;4;138,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;5;135,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;6;134,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;7;134,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;8;134,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;9;131,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;10;129,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;11;133,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1993;12;137,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;1;137,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;2;138,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;3;139,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;4;138,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;5;138,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;6;137,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;7;137,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;8;136,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;9;136,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;10;135,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;11;135,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1993;12;135,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;1;145,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;2;140,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;3;138,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;4;140,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;5;143,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;6;139,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;7;141,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;8;144,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;9;146,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;10;146,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;11;145,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1992;12;144,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;1;145,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;2;142,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;3;141,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;4;140,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;5;141,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;6;140,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;7;141,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;8;141,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;9;142,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;10;142,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;11;142,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1992;12;143,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;1;194,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;2;180,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;3;181,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;4;171,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;5;167,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;6;172,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;7;168,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;8;167,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;9;167,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;10;164,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;11;162,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1991;12;160,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;1;194,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;2;186,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;3;185,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;4;181,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;5;178,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;6;177,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;7;175,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;8;174,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;9;173,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;10;172,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;11;171,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1991;12;170,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;1;1107,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;2;1283,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;3;1232,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;4;1202,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;5;1176,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;6;1151,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;7;1094,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;8;848,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;9;658,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;10;456,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;11;385,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1990;12;349,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;1;1107,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;2;1198,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;3;1210,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;4;1208,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;5;1201,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;6;1191,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;7;1174,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;8;1112,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;9;1020,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;10;887,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;11;773,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1990;12;685,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;1;183,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;2;170,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;3;174,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;4;177,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;5;185,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;6;191,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;7;203,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;8;282,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;9;369,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;10;557,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;11;657,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1989;12;739,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;1;183,2;;;
